audio,transcription,Unnamed: 2,extra,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
LA78.1-004a_51,viri vaa kich upitih, tupuxichkaanva, vura tu'ih, too maahrav:,,,
LA78.1-004a_52-65,harivarihva veeniichva,,,,,,
LA78.1-004a_52,,,,,,,
LA78.1-004a_54,harivarihva veeniichva.,,,,,,
LA78.1-004a_56,harivarihva veeniichva.,,,,,,
LA78.1-004a_58,naa vura naapman'anamahachhitih.,,,,,,
LA78.1-004a_59,kuma'ii papuna'uusurutih.,,,,,,
LA78.1-004a_60,harivarihva veeniichva.,,,,,,
LA78.1-004a_62,kachakaach muveeniichva.,,,,,,
LA78.1-004a_64,kachakaach muveeniichva.,,,,,,
LA78.1-004a_66,kari xas u'arihshipriv kachakaach chanchaksurak u'arihrupuk," "" kchkchkchkchkch.""",,,,,
LA78.1-004a_67,maa vura vookxiipshiprin pakachakaach tu'arihishrih.,,,,,,
LA78.1-004a_68,puya vaa pay.,,,,,,
LA78.1-004b_01,,,,,,,
LA78.1-004b_02,,,,,,,
LA78.1-004b_03,,,,,,,
LA78.1-004b_04,,,,,,,
LA78.1-004b_05,,,,,,,
LA78.1-004b_06,,,,,,,
LA78.1-004b_07,,,,,,,
LA78.1-004b_08,,,,,,,
LA78.1-004b_09,,,,,,,
LA78.1-004b_10,,,,,,,
LA78.1-004b_100,,,,,,,
LA78.1-004b_101,,,,,,,
LA78.1-004b_102,,,,,,,
LA78.1-004b_11,,,,,,,
LA78.1-004b_12,,,,,,,
LA78.1-004b_13,,,,,,,
LA78.1-004b_14,,,,,,,
LA78.1-004b_15,,,,,,,
LA78.1-004b_16,,,,,,,
LA78.1-004b_17,,,,,,,
LA78.1-004b_18,,,,,,,
LA78.1-004b_19,,,,,,,
LA78.1-004b_20,,,,,,,
LA78.1-004b_21,,,,,,,
LA78.1-004b_22,,,,,,,
LA78.1-004b_23,,,,,,,
LA78.1-004b_24,,,,,,,
LA78.1-004b_25,,,,,,,
LA78.1-004b_26,,,,,,,
LA78.1-004b_27,,,,,,,
LA78.1-004b_28,,,,,,,
LA78.1-004b_29,,,,,,,
LA78.1-004b_30,,,,,,,
LA78.1-004b_31,,,,,,,
LA78.1-004b_32,,,,,,,
LA78.1-004b_33,,,,,,,
LA78.1-004b_34,,,,,,,
LA78.1-004b_35,,,,,,,
LA78.1-004b_36,,,,,,,
LA78.1-004b_37,,,,,,,
LA78.1-004b_38,,,,,,,
LA78.1-004b_39,,,,,,,
LA78.1-004b_40,,,,,,,
LA78.1-004b_41,,,,,,,
LA78.1-004b_42,,,,,,,
LA78.1-004b_43,,,,,,,
LA78.1-004b_44,,,,,,,
LA78.1-004b_45,,,,,,,
LA78.1-004b_46,,,,,,,
LA78.1-004b_47,,,,,,,
LA78.1-004b_48,,,,,,,
LA78.1-004b_49,,,,,,,
LA78.1-004b_50,,,,,,,
LA78.1-004b_51,,,,,,,
LA78.1-004b_52,,,,,,,
LA78.1-004b_53,,,,,,,
LA78.1-004b_54,,,,,,,
LA78.1-004b_55,,,,,,,
LA78.1-004b_56,,,,,,,
LA78.1-004b_57,,,,,,,
LA78.1-004b_58,,,,,,,
LA78.1-004b_59,,,,,,,
LA78.1-004b_60,,,,,,,
LA78.1-004b_61,,,,,,,
LA78.1-004b_62,,,,,,,
LA78.1-004b_63,,,,,,,
LA78.1-004b_64,,,,,,,
LA78.1-004b_65,,,,,,,
LA78.1-004b_66,,,,,,,
LA78.1-004b_67,,,,,,,
LA78.1-004b_68,,,,,,,
LA78.1-004b_69,,,,,,,
LA78.1-004b_70,,,,,,,
LA78.1-004b_71,,,,,,,
LA78.1-004b_72,,,,,,,
LA78.1-004b_73,,,,,,,
LA78.1-004b_74,,,,,,,
LA78.1-004b_75,,,,,,,
LA78.1-004b_76,,,,,,,
LA78.1-004b_77,,,,,,,
LA78.1-004b_78,,,,,,,
LA78.1-004b_79,,,,,,,
LA78.1-004b_80,,,,,,,
LA78.1-004b_81,,,,,,,
LA78.1-004b_82,,,,,,,
LA78.1-004b_83,,,,,,,
LA78.1-004b_84,,,,,,,
LA78.1-004b_85,,,,,,,
LA78.1-004b_86,,,,,,,
LA78.1-004b_87,,,,,,,
LA78.1-004b_88,,,,,,,
LA78.1-004b_89,,,,,,,
LA78.1-004b_90,,,,,,,
LA78.1-004b_91,,,,,,,
LA78.1-004b_92,,,,,,,
LA78.1-004b_93,,,,,,,
LA78.1-004b_94,,,,,,,
LA78.1-004b_95,,,,,,,
LA78.1-004b_96,,,,,,,
LA78.1-004b_97,,,,,,,
LA78.1-009_01,,,,,,,
LA78.1-009_02,,,,,,,
LA78.1-009_03,,,,,,,
LA78.1-009_04,,,,,,,
LA78.1-009_05,,,,,,,
LA78.1-009_06,,,,,,,
LA78.1-009_07,,,,,,,
LA78.1-009_08,,,,,,,
LA78.1-009_09,,,,,,,
LA78.1-009_10,,,,,,,
LA78.1-009_11,,,,,,,
LA78.1-009_12,,,,,,,
LA78.1-009_13,,,,,,,
LA78.1-009_14,,,,,,,
LA78.1-009_15,,,,,,,
LA78.1-009_16,,,,,,,
LA78.1-009_17,,,,,,,
LA78.1-009_18,,,,,,,
LA78.1-009_19,,,,,,,
LA78.1-009_20,,,,,,,
LA78.1-009_21,,,,,,,
LA78.1-009_22,,,,,,,
LA78.1-009_23,,,,,,,
LA78.1-009_24,,,,,,,
LA78.1-009_25,,,,,,,
LA78.1-009_26,,,,,,,
LA78.1-009_27,,,,,,,
LA78.1-009_28,,,,,,,
LA78.1-009_29,,,,,,,
LA78.1-009_30,,,,,,,
LA78.1-009_31,,,,,,,
LA78.1-009_32,,,,,,,
LA78.1-009_33,,,,,,,
LA78.1-009_34,,,,,,,
LA78.1-009_35,,,,,,,
LA78.1-009_36,,,,,,,
LA78.1-009_37,,,,,,,
LA78.1-009_38,,,,,,,
LA78.1-009_39,,,,,,,
LA78.1-009_40,,,,,,,
LA78.1-009_41,,,,,,,
LA78.1-009_42,,,,,,,
LA78.1-009_43,,,,,,,
LA78.1-009_44,,,,,,,
LA78.1-009_45,,,,,,,
LA78.1-009_46,,,,,,,
LA78.1-009_47,,,,,,,
LA78.1-009_48,,,,,,,
LA78.1-009_49,,,,,,,
LA78.1-009_50,,,,,,,
LA78.1-009_51,,,,,,,
LA78.1-009_52,,,,,,,
LA78.1-009_53,,,,,,,
LA78.1-009_54,,,,,,,
LA78.1-009_55,,,,,,,
LA78.1-009_56,,,,,,,
LA78.1-009_57,,,,,,,
LA78.1-009_58,,,,,,,
LA78.1-009_59,,,,,,,
LA78.1-009_60,,,,,,,
LA78.1-009_61,,,,,,,
LA78.1-009_62,,,,,,,
LA78.1-009_63,,,,,,,
LA78.1-009_64,,,,,,,
LA78.1-009_65,,,,,,,
LA78.1-009_66,,,,,,,
LA78.1-009_67,,,,,,,
LA78.1-009_68,,,,,,,
LA78.1-009_69,,,,,,,
LA78.1-009_70,,,,,,,
LA78.1-009_71,,,,,,,
LA78.1-009_72,,,,,,,
LA78.1-009_73,,,,,,,
LA78.1-009_74,,,,,,,
LA78.1-009_75,,,,,,,
LA78.1-009_76,,,,,,,
LA78.1-009_77,,,,,,,
LA78.1-009_78,,,,,,,
LA78.1-009_79,,,,,,,
LA78.1-009_80,,,,,,,
LA78.1-009_81,,,,,,,
LA78.1-009_82,,,,,,,
LA78.1-016b_01,pihneefich uum vookuphaanik.,,,,,,
LA78.1-016b_02,vaa uxuti pakuusrah hooy tu'aramsiiprivtih.,,,,,,
LA78.1-016b_03,maam patusupaaha maruk too traa tuvasip.,,,,,,
LA78.1-016b_04,kumaam vura hooy upiip poo'aramsiip tuvasip.,,,,,,
LA78.1-016b_05,xas uxutih kiri vaa kaan ni'uum, pakaan kuusrah hooy u'aramsiiprivtih.,,,,,
LA78.1-016b_06,tama ukfuukraaheen.,,,,,,
LA78.1-016b_07,chavura vaa kaan uum maruk ukfukuvraa.,,,,,,
LA78.1-016b_08,yee yaxa ithyaruk xas uvasip pakuusrah.,,,,,,
LA78.1-016b_09,kukuum vura u'ahoo.,,,,,,
LA78.1-016b_10,kukuum vura vaa kaan u'uum.,,,,,,
LA78.1-016b_11,kukuum ithyaruk xas tuvaasip pakuusrah.,,,,,,
LA78.1-016b_12,payeem vura hooyva u'aramsiiprivtih pu'aapunmuti uxuti kumaam vura upiip poo'aramsiiprivtih.,,,,,,
LA78.1-016b_13,viriva pihneefich ukuphaanik.,,,,,,
LA78.1-016b_14,vaa vura kich.,,,,,,
LA78.1-018_1-1,vura vaa kaan kun'iin mukeechikyav xakaan.,,,,,,
LA78.1-018_1-10," ii, kari xas uxutih"," "" matee vura nik vaa nipmaheesh keechikyav", puya if ta nasayriihva," puya if ta neepshaamkir.""",,,
LA78.1-018_1-11,"kari xas uxus "" ii chimi kanpakuriihvih.""",,,,,,
LA78.1-018_1-12,ta'itam upakuriihva.,,,,,,
LA78.1-018_1-13,kari xas upiip:,,,,,,
LA78.1-018_1-14,ayii ta neepshaamkir, ii nanikeechikyav.,,,,,
LA78.1-018_1-15,ayii ta nasayriihva.,,,,,,
LA78.1-018_1-16,ayii ta nupaxviipha.,,,,,,
LA78.1-018_1-17,ii nanikeechikyav, ii mi'ikxunanahaanich.,,,,,
LA78.1-018_1-18,ayii ta neepshaamkir.,,,,,,
LA78.1-018_1-19,ii ta nupaxviipha.,,,,,,
LA78.1-018_1-2,viri chavura teepshitaanih kun'iin, pamukeechikyav xakaan.,,,,,
LA78.1-018_1-20,ayii nanikeechikyav, ii nanikeechikyav, ii nanikeechikyav.,,,,
LA78.1-018_1-21,kari xas ixus inaa.,,,,,,
LA78.1-018_1-22,karuk ithivthaneen'ipan, kaanvarih ti'iipma.,,,,,
LA78.1-018_1-23,kari xas ixus inaa.,,,,,,
LA78.1-018_1-24,ii nanikeechikyav, ii chimi nupiini, ii chimi nupiini.,,,,
LA78.1-018_1-25,inaa, nanikeechikyav, ii ta nasayriihva.,,,,
LA78.1-018_1-26,ayii, nanikeechikyav, kari xas kari ixus inaa, ayii, nanikeechikyav.,,
LA78.1-018_1-27,ayaa ta nupaxviiphat.,,,,,,
LA78.1-018_1-28,vaa kaanvarih ti'iipma, karuk ithivthaneen'ipan.,,,,,
LA78.1-018_1-29,iim vura ikreepux.,,,,,,
LA78.1-018_1-3,axmay vura kunpaxviipha, ii ta kunfurathfip, ta kunpaxviipha.,,,,
LA78.1-018_1-30,kari xas ipikrivruuhsur.,,,,,,
LA78.1-018_1-31,ook ithivthaneen'aachip kaanvarih xas i'iipma.,,,,,,
LA78.1-018_1-32,kupinivruuhtunva.,,,,,,
LA78.1-018_1-33,kari xas vura mithvaay i'iipma pakupinivruuhtunva.,,,,,,
LA78.1-018_1-34,ii nanikeechikyav, ii ikxunanahaanich, ii mikxunanahaanich.,,,,
LA78.1-018_1-35,kari xas ixus inaa.,,,,,,
LA78.1-018_1-36,yaas'ara poo'iinishrihaak kari karu vaa kunkupheesh, xaat karu kunpaxviipha pamukeechikyav xakaan.,,,,,
LA78.1-018_1-37,vaa vura kunpiineesh, vaa vura kunpiineesh.,,,,,
LA78.1-018_1-38,payaas'ara poo'iinishrihaak paninipakurih u'aapunmahaak ii.,,,,,,
LA78.1-018_1-39,viri naa xas iim inaa ta nu'apunmiik inaa.,,,,,,
LA78.1-018_1-4,kari xas upvaaram.,,,,,,
LA78.1-018_1-40,"ii nanikeechikyav.""",,,,,,
LA78.1-018_1-41,puya vaa pay naa nik niniyeeshiip, viri vaa payeem ta nitaayvaar.,,,,,
LA78.1-018_1-5,"kari xas kari "" ii", kari xas uxutih  ii too pvaaram paninikeechikyav.,,,,,
LA78.1-018_1-6,huut ata panikupheesh.,,,,,,
LA78.1-018_1-7,man'ata vura huutva panikupheesh," if ta nasayriihva.""",,,,,
LA78.1-018_1-8,"kari xas kari ta'itam uxuseen "" ii", tii pakurih kanikyav.,,,,,
LA78.1-018_1-9,kari xas ta'itam pakurih ukyaaheen.,,,,,,
LA78.1-018_1-song," iihiya, ayiyiyiyihi ayiyiyiyihiya.
",,,,,,
LA78.1-019_1-1,papihneefich karuk aah upeetharanik.,,,,,,
LA78.1-019_1-10,xas pishiip xanchiifich upeer  astiip chikriish.,,,,,,
LA78.1-019_1-11,"xas maruk tuyship'ipan upeer "" asaxvuh ikriish!""",,,,,,
LA78.1-019_1-12,xas ta'itam vaa vura kunkupeevyiihroovaheen.,,,,,,
LA78.1-019_1-13,xas uum pihneefich karuk u'uum.,,,,,,
LA78.1-019_1-14,xas yanava eeruun.,,,,,,
LA78.1-019_1-15,xas ma' yanava u'ahinaatih, tu'iinvunaati pama'ninay.,,,,,
LA78.1-019_1-16,xas iinaak uvoonfuruk.,,,,,,
LA78.1-019_1-17,xas yanava axiich kich kun'araarahitih.,,,,,,
LA78.1-019_1-18,"xas upiip "" huuka uumkun"," huuka uumkun pa'avansas.""",,,,,
LA78.1-019_1-19,"xas paaxiich kunpiip "" uum ma' kun'akunvunaatih.",,,,,,
LA78.1-019_1-2,pa'aah kunsiitvunik, pakah'arahsas.,,,,,
LA78.1-019_1-20,xas upiip," "" naa pay'ook vura ta ni'aasish"," ta neekfuuyshur.""",,,,
LA78.1-019_1-21,xas paaxiich upeenvunaa," "" chimi kiikpaanvathap!",,,,,
LA78.1-019_1-22,xaatik kiik'aanvathap!,,,,,,
LA78.1-019_1-23,"voom yaamach kumusaheesh.""",,,,,,
LA78.1-019_1-24,"xas paaxiich kunpiip "" atafaat uum pihneefich.""",,,,,,
LA78.1-019_1-25,puraan kun'ipitih.,,,,,,
LA78.1-019_1-26,xas kunipeer pihneefich," "" atafaat iim pihneefich.",,,,,
LA78.1-019_1-27,pamitiiv aaxkunishichas.,,,,,,
LA78.1-019_1-28,xas upiip," "" puuhara.",,,,,
LA78.1-019_1-29,naa vura puna'aapunmuti hooy pihneefich ukrii.,,,,,,
LA78.1-019_1-3,xas vura ta kunpiimshamvunaa ook patupufaat, pa'aah.,,,,,
LA78.1-019_1-30,naa kanthitiimtih," uma puna'aapunma hooy ukrii.""",,,,,
LA78.1-019_1-31,xas upiip," "" tii man kiikpaanvathap!""",,,,,
LA78.1-019_1-32,xas upaanvathvunaa.,,,,,,
LA78.1-019_1-33,xas koovura paaxiich upaanvathvunaa," xas kari upiip "" maa pay'ook ishaha nithriish", viri vaa kaan su' kiitkurihtih.,,,,
LA78.1-019_1-34,pamikun'aav yaamachas kumusahitiheesh.,,,,,,
LA78.1-019_1-35,kuna naa pay'ook ta ni'aasish," naa ta neekfuuyshur.""",,,,,
LA78.1-019_1-36,karuma ta ip ithan pamufithihak uyuunkat.,,,,,,
LA78.1-019_1-37,xas kari aak upiivkirih.,,,,,,
LA78.1-019_1-38,xas kari chavura tu'iinkayaachha, vura too mnakha, puya imnak u'arihish.,,,,
LA78.1-019_1-39,xas kari upishkaaksip.,,,,,,
LA78.1-019_1-4,xas pihneefich upiip:,,,,,,
LA78.1-019_1-40,xas iim upishkaakrupuk.,,,,,,
LA78.1-019_1-41,xas upikviripvarak.,,,,,,
LA78.1-019_1-42,xas pata uum ukfuuyshur, xas payitha kuna u'eethat, kuma'araar, yitha kuna kuma'araar u'eeh.,,,
LA78.1-019_1-43,xas uum karu ukviripship.,,,,,,
LA78.1-019_1-44,xas ma'ninay pa'ip u'ahinaatih xas koovura umshiipvunaa.,,,,,,
LA78.1-019_1-45,"xas kari kunpiip "" karuma ta kunpeetheep pananu'aah.",,,,,,
LA78.1-019_1-46,xas ta'itam kunpihmarafakaheen,,,,,,
LA78.1-019_1-47,xas kunpihmaravarak.,,,,,,
LA78.1-019_1-48,ta'itam xas vura vaa kunpihmaravarak.,,,,,,
LA78.1-019_1-49,yitha kuna u'eehvunaatih.,,,,,,
LA78.1-019_1-5," naa kanpavan, pa'aah.
",,,,,,
LA78.1-019_1-50,yitha kuna tu'eeh.,,,,,,
LA78.1-019_1-51,pa'araar kukuum vura uum vaa too kfuuyshur kuna yitha tu'eeh.,,,,,,
LA78.1-019_1-52,",chavura ook kunpihmaravarak.",,,,,,
LA78.1-019_1-53,xas vaa vura ifuth ta kunihmaravarak pakah'arahsas,,,,,,
LA78.1-019_1-54,xas kari asaxvuh uum vaa ifuchtiimich ma' pookrii.,,,,,,
LA78.1-019_1-55,xas kari vaa kun'eeh pa'aah.,,,,,,
LA78.1-019_1-56,xas ta'itam ukrivruuhsipreeheen.,,,,,,
LA78.1-019_1-57,saruk ukrivruhunih.,,,,,,
LA78.1-019_1-58,astiip ukrivruhish.,,,,,,
LA78.1-019_1-59,xas kaan paxanchiifich ukrii xas voo'eeh pa'aah.,,,,,,
LA78.1-019_1-6,naa ni'aapunma panikupapuukeevish.,,,,,,
LA78.1-019_1-60,xas paxanchiifich apmaan upiyuunvar pa'aah.,,,,,,
LA78.1-019_1-61,xas kari u'iipkurih.,,,,,,
LA78.1-019_1-62,tama vura kumaam pakunihmarafak pakah'arahsas.,,,,,,
LA78.1-019_1-63,"xas kari "" huukava ta kunihmaravi...?",,,,,,
LA78.1-019_1-64, huukava tu'uum?,,,,,,
LA78.1-019_1-65,yanava purafataak paxanchiifich.,,,,,,
LA78.1-019_1-66, hinupa too kviripma.,,,,,,
LA78.1-019_1-67,karuma teep uum u'iipkurih.,,,,,,
LA78.1-019_1-68,xas axmay ithyaruk xas umkuufha.,,,,,,
LA78.1-019_1-69,axmay pachishii kun'akakurihva.,,,,,,
LA78.1-019_1-7,xas kari ta'itam tapas ukyaaheen pa'araaras, koovura peeshnanich'ishiip kuma'araaras tapas ukyav.,,,,,
LA78.1-019_1-70,yanava ara tu'iinish.,,,,,,
LA78.1-019_1-71,chishii kunikvuuhvunaatih.,,,,,,
LA78.1-019_1-8,"xas upeenvunaa "" kukaam iim karu yith ikriish"," kukuum muka'kukamich kuna yith ikriish.""",,,,,
LA78.1-019_1-9,chavura karuk kunivyiihma, kah'arariik kunivyiihma.,,,,,
