audio,transcription,transcription_mfa,speaker
VS-34a_19,payeem vura uum putaay paxuntapan.,payeem vura uum putaay paxuntapan,VS
VS-34a_20,"ook uum vura taay paxuntapan, pufaat pa'as.",ook uum vura taay paxuntapan pufaat paqas,VS
VS-34a_21,"payeem vura uum ook taay paxuntapan, vura uum pufaat pa'as.",payeem vura uum ook taay paxuntapan vura uum pufaat paqas,VS
VS-34a_22,"pufaat pa'as, ook, xuntapan kich.",pufaat paqas ook xuntapan kich,VS
VS-34a_23,pay'ook uum vura uum taay paxuntapanheesh.,payqook uum vura uum taay paxuntapanheesh,VS
VS-34a_24,"vura uum taay paxuntapan, ipit.",vura uum taay paxuntapan ipit,VS
VS-34a_25,imaan vura uum taay paxuntapanheesh.,imaan vura uum taay paxuntapanheesh,VS
VS-34a_26,yaxa maruk too kfukuvraa.,yaxa maruk too kfukuvraa,VS
VS-34a_27,maruk xas uhyarih.,maruk xas uhyarih,VS
VS-34a_28,yaxa maruk xas uhyarih.,yaxa maruk xas uhyarih,VS
VS-34a_29,maruk uhyarih.,maruk uhyarih,VS
VS-34a_30,yaxa saruk xas too hyarih.,yaxa saruk xas too hyarih,VS
VS-34a_31,imaan xas maruk uhyariheesh.,imaan xas maruk uhyariheesh,VS
VS-34a_32,imaan saruk xas uhyariheesh.,imaan saruk xas uhyariheesh,VS
VS-34a_33,ipit uum maruk uvaaram.,ipit uum maruk uvaaram,VS
VS-34a_34,ipit saruk uvaaram.,ipit saruk uvaaram,VS
VS-34a_35,puuhara maruk poovaaramat.,puuhara maruk poovaaramat,VS
VS-34a_36,ipit ip maruk uvaaramat.,ipit ip maruk uvaaramat,VS
VS-34a_37,maruk vura uum taay pa'ipaha.,maruk vura uum taay paqipaha,VS
VS-34a_38,maruk um taay pa'ipaha?,maruk um taay paqipaha,VS
VS-34a_39,"vura uum pufaat pa'ipaha, maruk.",vura uum pufaat paqipaha maruk,VS
VS-34a_40,maruk pufaat pa'ipaha,maruk pufaat paqipaha,VS
VS-34a_41,pay uum pa'ipaha taay pasaan,pay uum paqipaha taay pasaan,VS
VS-34a_42,pay uum vura uum pufaat pasaan,pay uum vura uum pufaat pasaan,VS
VS-34a_43,imaan vura uum pufaat pasaan,imaan vura uum pufaat pasaan,VS
VS-34a_44,hooy pananipusihich?,hooy pananipusihich,VS
VS-34a_45,ikiich too xuriha.,ikiich too xuriha,VS
VS-34a_46,kuyraak pamu'apsiih,kuyraak pamuqapsiih,VS
VS-34a_47,papusihich uum kuyraak pamu'apsiih.,papusihich uum kuyraak pamuqapsiih,VS
VS-34a_48,papusihich vura uum vaaram pamu'apvuuy.,papusihich vura uum vaaram pamuqapvuuy,VS
VS-34a_49,,,
VS-34a_50,papusihich uum vura ipshuunkinich pamu'apvuuy.,papusihich uum vura ipshuunkinich pamuqapvuuy,VS
VS-34a_51,ipshuunkinich pamu'apvuuy.,ipshuunkinich pamuqapvuuy,VS
VS-34a_52,papusihich uum pufaat pamu'apvuuy.,papusihich uum pufaat pamuqapvuuy,VS
VS-34a_53,papusihich apvuyipux.,papusihich apvuyipux,VS
VS-34a_54,pufaat pamu'apvuuy.,pufaat pamuqapvuuy,VS
VS-34a_55,pufaat pamu'apsiih.,pufaat pamuqapsiih,VS
VS-34a_56,peekrivraam axak pamuchivchakar.,peekrivraam axak pamuchivchakar,VS
VS-34a_57,axak pamuchivchakar.,axak pamuchivchakar,VS
VS-34a_58,peekrivraam uum taay pachivchakar.,peekrivraam uum taay pachivchakar,VS
VS-34a_59,peekrivraam uum pufaat pachivchakar.,peekrivraam uum pufaat pachivchakar,VS
VS-34a_60,uum pufaat pachivchakar.,uum pufaat pachivchakar,VS
VS-34a_61,peekrivraam pufaat chivchakar.,peekrivraam pufaat chivchakar,VS
VS-34a_62,aah nipikyaat.,aah nipikyaat,VS
VS-34a_63,pa'aah chimi pikyav!,paqaah chimi pikyav,VS
VS-34a_64,tu'iinva.,tuqiinva,VS
VS-34b_01,papusihich vura uum taay ip u'avat ipit.,papusihich vura uum taay ip uqavat ipit,VS
VS-34b_02,papusihich ip taay tu'avat.,papusihich ip taay tuqavat,VS
VS-34b_03,"puuhara, papusihich ip taay tu'avat.",puuhara papusihich ip taay tuqavat,VS
VS-34b_04,"papusihich vura uum too xuriha, vura uum taay u'aveesh.",papusihich vura uum too xuriha vura uum taay uqaveesh,VS
VS-34b_05,too xuriha.,too xuriha,VS
VS-34b_06,vura uum taay papusihich tu'av.,vura uum taay papusihich tuqav,VS
VS-34b_07,pusihich vura uum puxich too kviit-ha.,pusihich vura uum puxich too kviitha,VS
VS-34b_08,papusihich vura itihaan ukviit-hitih.,papusihich vura itihaan ukviithitih,VS
VS-35a_01,pusihich ikrivkir ukuuntakoo.,pusihich ikrivkir ukuuntakoo,VS
VS-35a_02,axak papusihich ikrivkir kunkuuntakoo,axak papusihich ikrivkir kunkuuntakoo,VS
VS-35a_03,koovura taay papusihich peekrivkir kunkuuntakoo.,koovura taay papusihich peekrivkir kunkuuntakoo,VS
VS-35a_04,pa'avansa ukuuntakoo pa'ikrivkir.,paqavansa ukuuntakoo paqikrivkir,VS
VS-35a_05,pa'avansa kaan ukrii ukuuntakoo pa'as.,paqavansa kaan ukrii ukuuntakoo paqas,VS
VS-35a_06,ukuuntakoo pa'as.,ukuuntakoo paqas,VS
VS-35a_07,pa'apsuun kaan uthaantakoo pa'as.,paqapsuun kaan uthaantakoo paqas,VS
VS-35a_08,papusihich kaan uthaaniv asimnaam.,papusihich kaan uthaaniv asimnaam,VS
VS-35a_09,asimnaam uthaaniv.,asimnaam uthaaniv,VS
VS-35a_10,axak pa'apsuun vaa kaankan kunthaaniv asimnaam,axak paqapsuun vaa kaankan kunthaaniv asimnaam,VS
VS-35a_11,koovura kaan papusihich ta kunyichaachha asimnaam,koovura kaan papusihich ta kunyichaachha asimnaam,VS
VS-35a_12,nani'asimnaam as kaan tuthaaniv,naniqasimnaam as kaan tuthaaniv,VS
VS-35a_13,yaxa pa'achviiv kaan too kxipish.,yaxa paqachviiv kaan too kxipish,VS
VS-35a_14,payook ikriish!,payook ikriish,VS
VS-35a_15,"haa, vaa kaan nikriishriheesh.",haa vaa kaan nikriishriheesh,VS
VS-35a_16,naa payook nikriishrih.,naa payook nikriishrih,VS
VS-35a_17,vaa payook nikrii.,vaa payook nikrii,VS
VS-35a_18,payook koovura nukrii.,payook koovura nukrii,VS
VS-35a_19,koovura kiikriishrih!,koovura kiikriishrih,VS
VS-35a_20,naa payook nithaaniv.,naa payook nithaaniv,VS
VS-35a_21,naa payeem ni'aasishriheesh.,naa payeem niqaasishriheesh,VS
VS-35a_22,payook aasishrih!,payook aasishrih,VS
VS-35a_23,koovura nu'aasishrihinaa.,koovura nuqaasishrihinaa,VS
VS-35a_24,yaxa koovura kunikviit-hinaatih.,yaxa koovura kunikviithinaatih,VS
VS-35a_25,yaxa koovura ta kunikviit-hinaa.,yaxa koovura ta kunikviithinaa,VS
VS-35a_26,naa payook nihyarih.,naa payook nihyarih,VS
VS-35a_27,koovura nuhyarih.,koovura nuhyarih,VS
VS-35a_28,ihyarihship!,ihyarihship,VS
VS-35a_29,iim ihyarihship!,iim ihyarihship,VS
VS-35a_30,koovura kiihyarihship!,koovura kiihyarihship,VS
VS-35a_31,papusihich uhyarih.,papusihich uhyarih,VS
VS-35a_32,pa'ipaha kaan uhyarih.,paqipaha kaan uhyarih,VS
VS-35a_33,apus kaan utakararih,apus kaan utakararih,VS
VS-35a_34,vura uum taay pa'apus kaan utakararih,vura uum taay paqapus kaan utakararih,VS
VS-35a_35,yaxa vaa kaan nitakararih.,yaxa vaa kaan nitakararih,VS
VS-35a_36,vaa kaan pa'ipaha nitakararih,vaa kaan paqipaha nitakararih,VS
VS-35a_37,ta nitakararih,ta nitakararih,VS
VS-35a_38,papusihich kaan ukrii hum?,papusihich kaan ukrii hum,VS
VS-35a_39,papusihich vaa kaan ukriv pa'ikrivkir.,papusihich vaa kaan ukriv paqikrivkir,VS
VS-35a_40,papusihich um vaa kaan ukrii?,papusihich um vaa kaan ukrii,VS
VS-35a_41,puuhara papusihich uum asimnaam ukrii,puuhara papusihich uum asimnaam ukrii,VS
VS-35a_42,iikam um ihyarih?,iikam um ihyarih,VS
VS-35a_43,puuhara iinaak nihyarih.,puuhara iinaak nihyarih,VS
VS-35a_44,iim ipahak ihyarih?,iim ipahak ihyarih,VS
VS-35a_45,"puuhara, naa asak nihyarih.",puuhara naa asak nihyarih,VS
VS-35a_46,xayfaat ipahak ihyarih!,xayfaat ipahak ihyarih,VS
VS-35a_47,xayfaat nani'asimnaam kuthaaniv,xayfaat naniqasimnaam kuthaaniv,VS
VS-35a_48,xayfaat nanikrivkir ikuuntakoo,xayfaat nanikrivkir ikuuntakoo,VS
VS-35b_01,ta numah.,ta numah,VS
VS-35b_02,nipitaptih.,nipitaptih,VS
VS-35b_03,vaa paykuuk nipitap.,vaa paykuuk nipitap,VS
VS-35b_04,ta nimah.,ta nimah,VS
VS-35b_05,ta ni'ay.,ta niqay,VS
VS-35b_06,naa ta athiik.,naa ta athiik,VS
VS-35b_07,iim karu athiik,iim karu athiik,VS
VS-35b_08,ta nayikiha,ta nayikiha,VS
VS-35b_09,imaan nimaheeshi.,imaan nimaheeshi,VS
VS-35b_10,imaan ik nimaheeshi.,imaan ik nimaheeshi,VS
VS-35b_11,imaan athiik nipmahoonkooneesh.,imaan athiik nipmahoonkooneesh,VS
VS-35b_12,imaan iim athiik ipmahoonkooneesh.,imaan iim athiik ipmahoonkooneesh,VS
VS-35b_13,"ipit ip virusur nimahat kunish, ta ni'ay.",ipit ip virusur nimahat kunish ta niqay,VS
VS-35b_14,"ipit ip pavirusur nimahat, vura puxich ta ni'ay.",ipit ip pavirusur nimahat vura puxich ta niqay,VS
VS-35b_15,ipit vura uum puxich athiik.,ipit vura uum puxich athiik,VS
VS-35b_16,vura uum puxich ta nayikiha.,vura uum puxich ta nayikiha,VS
VS-35b_17,naa nikviit-hitih.,naa nikviithitih,VS
VS-35b_18,,,
VS-35b_19,iim hum ikviit-hitih,iim hum ikviithitih,VS
VS-35b_20,puuhara naa puneekvii-hitihara.,puuhara naa puneekviihitihara,VS
VS-35b_21,paxiichas ta kunikyamiichvunaa,paxiichas ta kunikyamiichvunaa,VS
VS-35b_22,naa karu nikyamiichvutih.,naa karu nikyamiichvutih,VS
VS-35b_23,imaan nikyamiichveesh,imaan nikyamiichveesh,VS
VS-35b_24,naa imaan nikyamiichveesh.,naa imaan nikyamiichveesh,VS
VS-35b_25,ipit ip nikyamiichva.,ipit ip nikyamiichva,VS
VS-35b_26,ipit nikyamiichva.,ipit nikyamiichva,VS
VS-35b_27,ipit vura uum nikyamiichvutih.,ipit vura uum nikyamiichvutih,VS
VS-35b_28,ipit hum ikyamiichvaheen,ipit hum ikyamiichvaheen,VS
VS-35b_29,,,
VS-35b_30,naa payeem ni'uufithvutih.,naa payeem niquufithvutih,VS
VS-35b_31,iim i'uufithva hum?,iim iquufithva hum,VS
VS-35b_32,imaan ni'uufithveesh.,imaan niquufithveesh,VS
VS-35b_33,naa vura puxich ta napihniichha.,naa vura puxich ta napihniichha,VS
VS-35b_34,ta napihniichha.,ta napihniichha,VS
VS-35b_35,naa ta napihniichha.,naa ta napihniichha,VS
VS-35b_36,xara ta nikrii,xara ta nikrii,VS
VS-35b_37,tukeevniikichha.,tukeevniikichha,VS
VS-35b_38,nikviit-hitiheesh.,nikviithitiheesh,VS
VS-35b_39,"panipihniichhaak, vura itihaan nikviit-hitiheesh.",panipihniichhaak vura itihaan nikviithitiheesh,VS
VS-35b_40,panipihniichhaak vura vaa ni'uufithveesh,panipihniichhaak vura vaa niquufithveesh,VS
VS-35b_41,akaay too knaknak?,akaay too knaknak,VS
VS-35b_42,naa niknaknakeesh.,naa niknaknakeesh,VS
VS-35b_43,xayfaat iknaknak!,xayfaat iknaknak,VS
VS-35b_44,ipit ip niknaknak.,ipit ip niknaknak,VS
VS-35b_45,pachishii uhyiivtih.,pachishii uhyiivtih,VS
VS-35b_46,pachishii ta nixaapka.,pachishii ta nixaapka,VS
VS-35b_47,pachishii nixaapka.,pachishii nixaapka,VS
VS-35b_48,pachishii nixaapkeesh.,pachishii nixaapkeesh,VS
VS-35b_49,xayfaat naxaapka!,xayfaat naxaapka,VS
VS-35b_50,ni'iikat,niqiikat,VS
VS-35b_51,ni'iikeesh.,niqiikeesh,VS
VS-35b_52,xayfaat na'iik!,xayfaat naqiik,VS
VS-35b_53,pachishii ip nixaapka.,pachishii ip nixaapka,VS
VS-36_01,koovura iin kinimuustiheesh.,koovura iin kinimuustiheesh,VS
VS-36_02,,,
VS-36_03,koovura kiimuustiheesh.,koovura kiimuustiheesh,VS
VS-36_04,iimkun koovura kiimuustiheesh.,iimkun koovura kiimuustiheesh,VS
VS-36_05,chimi nuchuuphi!,chimi nuchuuphi,VS
VS-36_06,uumkun kunchuuphitih.,uumkun kunchuuphitih,VS
VS-36_07,xayfaat ichuupha!,xayfaat ichuupha,VS
VS-36_08,naa nichuupheesh.,naa nichuupheesh,VS
VS-36_09,iim ichuupheesh.,iim ichuupheesh,VS
VS-36_10,nachuphuunish naa!,nachuphuunish naa,VS
VS-36_11,paykuuk uum chuphuunish!,paykuuk uum chuphuunish,VS
VS-36_12,xayfaat vaa ichuphuunish!,xayfaat vaa ichuphuunish,VS
VS-36_13,uum naa nachuphunishkoovish.,uum naa nachuphunishkoovish,VS
VS-36_14,,,
VS-36_15,iim nuchuphunishkoovish.,iim nuchuphunishkoovish,VS
VS-36_16,xayfaat kinchuphunishkoo!,xayfaat kinchuphunishkoo,VS
VS-36_17,chimi nuvyiishipreevish.,chimi nuvyiishipreevish,VS
VS-36_18,ipvoonvanaachheesh.,ipvoonvanaachheesh,VS
VS-36_19,naa ta nipasasip pananivoonvanaach.,naa ta nipasasip pananivoonvanaach,VS
VS-37_01,akaay ukyaanik vaa pa'apxaan?,akaay ukyaanik vaa paqapxaan,VS
VS-37_02,naa nikyaat pa'apxaan.,naa nikyaat paqapxaan,VS
VS-37_03,xas nipikyaar.,xas nipikyaar,VS
VS-37_04,naa vura nixuti yav paniviiktih.,naa vura nixuti yav paniviiktih,VS
VS-37_05,"payav nipmahoonkoonatih, vaa vura vikayav.",payav nipmahoonkoonatih vaa vura vikayav,VS
VS-37_06,yav nipmahoonkoonatih xas vura vaa vikayav karu.,yav nipmahoonkoonatih xas vura vaa vikayav karu,VS
VS-37_07,xas kukuum ta nipikyav.,xas kukuum ta nipikyav,VS
VS-37_08,xas kukuum yav ta nipikyav.,xas kukuum yav ta nipikyav,VS
VS-37_09,xas vura ta nipikyaar.,xas vura ta nipikyaar,VS
VS-37_10,yav ta nipikyaar.,yav ta nipikyaar,VS
VS-37_11,nipikyaar.,nipikyaar,VS
VS-37_12,yitha nipikyaavish.,yitha nipikyaavish,VS
VS-37_13,nipikyaavish pa'apxaan.,nipikyaavish paqapxaan,VS
VS-37_14,nipikyaavish.,nipikyaavish,VS
VS-37_15,neepsharavrikeesh.,neepsharavrikeesh,VS
VS-37_16,pananikiit iin neepsharavrikeesh.,pananikiit iin neepsharavrikeesh,VS
VS-37_17,naa iim iin neepsharavriik.,naa iim iin neepsharavriik,VS
VS-37_18,uum vura itihaan neepsharavriiktih.,uum vura itihaan neepsharavriiktih,VS
VS-37_19,uum vura itihaan iin neepsharavriiktih,uum vura itihaan iin neepsharavriiktih,VS
VS-37_20,itihaan iin neepsharavrik.,itihaan iin neepsharavrik,VS
VS-38_01,taak payufish.,taak payufish,VS
VS-38_02,hooy pamisikih?,hooy pamisikih,VS
VS-38_03,ta avahiv!,ta avahiv,VS
VS-38_04,faat uum pay?,faat uum pay,VS
VS-38_05,hooy pasara?,hooy pasara,VS
VS-38_06,mah pay'ook pasara.,mah payqook pasara,VS
VS-38_07,faat i'aveesh?,faat iqaveesh,VS
VS-38_08,faat ixuti i'aveesh?,faat ixuti iqaveesh,VS
VS-38_09,naa sara ni'aveesh.,naa sara niqaveesh,VS
VS-38_10,"faat ivishtaantih, musmus'iish karu nakish'iish?",faat ivishtaantih musmusqiish karu nakishqiish,VS
VS-38_11,naa musmus'iish nivishtaantih.,naa musmusqiish nivishtaantih,VS
VS-38_12,ishaha hum i'isheesh?,ishaha hum iqisheesh,VS
VS-38_13,sara hum i'aveesh?,sara hum iqaveesh,VS
VS-38_14,uchish hum i'isheesh?,uchish hum iqisheesh,VS
VS-38_15,uchish hum ivishtaantih?,uchish hum ivishtaantih,VS
VS-38_16,apus hum i'aveesh?,apus hum iqaveesh,VS
VS-38_17,mah pay pasara.,mah pay pasara,VS
VS-38_18,chu pasara!,chu pasara,VS
VS-38_19,axak pasara ni'eechipreevish.,axak pasara niqeechipreevish,VS
VS-38_20,teexuriha hum?,teexuriha hum,VS
VS-39_01,vura kunish ta naxuriha.,vura kunish ta naxuriha,VS
VS-39_02,"oo, vura uum puxich ta naxuriha.",oo vura uum puxich ta naxuriha,VS
VS-39_03,"haa, vura puxich ta naxuriha.",haa vura puxich ta naxuriha,VS
VS-39_04,ishaha hum tee xrah?,ishaha hum tee xrah,VS
VS-39_05,haa vura kunish ta neexrah.,haa vura kunish ta neexrah,VS
VS-39_06,haa vura puxich ta neexrah.,haa vura puxich ta neexrah,VS
VS-39_07,haa vura uum puxich ta neexrah.,haa vura uum puxich ta neexrah,VS
VS-39_08,pacake hum ikyaavish?,pacake hum ikyaavish,VS
VS-39_09,huut pacake ikyaavish?,huut pacake ikyaavish,VS
VS-39_10,chimi pacake nukyaari!,chimi pacake nukyaari,VS
VS-39_11,chimi pacake nukyav!,chimi pacake nukyav,VS
VS-39_12,pajuice hum i'isheesh?,pajuice hum iqisheesh,VS
VS-41_01,pay uum pananitaat.,pay uum pananitaat,VS
VS-41_02,akaay uum pami'avan?,akaay uum pamiqavan,VS
VS-41_03,kahtishraam uum i'aramsiiprimtih?,kahtishraam uum iqaramsiiprimtih,VS
VS-41_04,"pay uum panani'avan, Peter.",pay uum pananiqavan Peter,VS
VS-41_05,huut kich pamitunviiv?,huut kich pamitunviiv,VS
VS-41_06,huut kich pami'aramah?,huut kich pamiqaramah,VS
VS-41_07,pa'axiichas vura yav.,paqaxiichas vura yav,VS
VS-41_08,koovura pa'axiitichas vura yav.,koovura paqaxiitichas vura yav,VS
VS-41_09,puxich kaarim kun'ipmahoonkoonatih.,puxich kaarim kunqipmahoonkoonatih,VS
VS-41_10,yav kun'ipmahoonkoonatih.,yav kunqipmahoonkoonatih,VS
VS-41_11,pananitipah vura uum kaarim upmahoonkoonatih.,pananitipah vura uum kaarim upmahoonkoonatih,VS
VS-47_01,panani'akah vurava pimnaanih.,pananiqakah vurava pimnaanih,VS
VS-47_02,xas vurava taay too kyav pa'ahup.,xas vurava taay too kyav paqahup,VS
VS-47_03,"xas vura tuvaxrah, papimnaanih.",xas vura tuvaxrah papimnaanih,VS
VS-47_04,xas vurava itheeshyav koovura ahup too kyav.,xas vurava itheeshyav koovura ahup too kyav,VS
VS-47_05,xas vura uum itihaan taay nanu'ahup.,xas vura uum itihaan taay nanuqahup,VS
LA78.1-017_1-01,karuk iinaak kaan ta kun'aamvunaa.,karuk iinaak kaan ta kunqaamvunaa,NR
LA78.1-017_1-02,"kunxus, "" uknamxanahich chimi nu'ihukanveesh.""",kunxus uknamxanahich chimi nuqihukanveesh,NR
LA78.1-017_1-03,kari xas kari puyava iinaak ta kunpavyiihfuruk.,kari xas kari puyava iinaak ta kunpavyiihfuruk,NR
LA78.1-017_1-04,aas ta kun'iishvunaa.,aas ta kunqiishvunaa,NR
LA78.1-017_1-05,kari xas ta kun'impaha.,kari xas ta kunqimpaha,NR
LA78.1-017_1-06,ikmahachraam ta kunpavyihish.,ikmahachraam ta kunpavyihish,NR
LA78.1-017_1-07,kukuum vura imaan too kxaramha.,kukuum vura imaan too kxaramha,NR
LA78.1-017_1-08,kukuum vura vaa kari ta kunpavyihivrath.,kukuum vura vaa kari ta kunpavyihivrath,NR
LA78.1-017_1-09,axmay vura yitha ukyivivrath.,axmay vura yitha ukyivivrath,NR
LA78.1-017_1-10,"xas upiip, "" yee naa, pihneefich tuvooruvrathaheen.",xas upiip yee naa pihneefich tuvooruvrathaheen,NR
LA78.1-017_1-11,"pananupiykirikir tu'av.""",pananupiykirikir tuqav,NR
LA78.1-017_1-12,chavura kunpamfipivrath.,chavura kunpamfipivrath,NR
LA78.1-017_1-13,"xas kunipeer "" chimi arihishrih.""",xas kunipeer chimi arihishrih,NR
LA78.1-017_1-14,kari xas kari ta'itam upakuriihvaheen.,kari xas kari taqitam upakuriihvaheen,NR
LA78.1-017_1-15,"kari xas "" chemi, chuvaarap.""",kari xas chemi chuvaarap,NR
LA78.1-017_1-16,"kari xas axmay vura upiip, "" ishavaas, nipthivkeevish, ishavaas, nipthivkeevish.""",kari xas axmay vura upiip ishavaas nipthivkeevish ishavaas nipthivkeevish,NR
LA78.1-017_1-17,"xas kunipiip "" chemi.",xas kunipiip chemi,NR
LA78.1-017_1-18,kuna vura xayfaat ik iyuupha.,kuna vura xayfaat ik iyuupha,NR
LA78.1-017_1-19,vaa ik vura panuviitihaak.,vaa ik vura panuviitihaak,NR
LA78.1-017_1-20,"vaa ik vura i'asimchaaktiheesh.""",vaa ik vura iqasimchaaktiheesh,NR
LA78.1-017_1-21,ta'itam kunpavyiihshipreeheen.,taqitam kunpavyiihshipreeheen,NR
LA78.1-017_1-22,chavura yiiv ta kunpavyiihma.,chavura yiiv ta kunpavyiihma,NR
LA78.1-017_1-23,"kari xas kari uxus, "" tii kanyuuphi, apapiichyuupich.""",kari xas kari uxus tii kanyuuphi apapiichyuupich,NR
LA78.1-017_1-24,"kari xas, xas uyuupha.",kari xas xas uyuupha,NR
LA78.1-017_1-24a,xas kunivyiiship.,xas kunivyiiship,NR
LA78.1-017_1-25,"xas yanava "" ikmahachraam"" xas "" panithaaniv.",xas yanava ikmahachraam xas panithaaniv,NR
LA78.1-017_1-26,"ii! if kaarim nikupheen, paniyuupheen.""",ii if kaarim nikupheen paniyuupheen,NR
LA78.1-017_1-27,"kari xas puyava uumpan mah'iitnihach ta kunpavyiihship, kukuum, paastaah.",kari xas puyava uumpan mahqiitnihach ta kunpavyiihship kukuum paastaah,NR
LA78.1-017_1-28,karu ta kunpavyiihma.,karu ta kunpavyiihma,NR
LA78.1-017_1-29,karu ithivthaneen'ipan ta kunpavyiihma.,karu ithivthaneenqipan ta kunpavyiihma,NR
LA78.1-017_1-30,"puyava kukuum vura kumateech pookxaramheesh, kukuum vura vaa kari kunpavyiihshipreevish.",puyava kukuum vura kumateech pookxaramheesh kukuum vura vaa kari kunpavyiihshipreevish,NR
LA78.1-017_1-31,ta iinaak aas ta kunpishar.,ta iinaak aas ta kunpishar,NR
LA78.1-017_1-32,kumateech kunivyiihshipreevish.,kumateech kunivyiihshipreevish,NR
LA78.1-017_1-33,kun'ihukanveesh uknamxanahich.,kunqihukanveesh uknamxanahich,NR
LA78.1-017_1-34,"kari xas kukuum vura pihneefich upiip, "" nipthivkeevish, ishavaas.""",kari xas kukuum vura pihneefich upiip nipthivkeevish ishavaas,NR
LA78.1-017_1-35,"xas kunipeer "" chemi.""",xas kunipeer chemi,NR
LA78.1-017_1-36,kari xas kumateech kunpavyihivrath.,kari xas kumateech kunpavyihivrath,NR
LA78.1-017_1-37,"ta'itam "" yee chimi arihish.""",taqitam yee chimi arihish,NR
LA78.1-017_1-38,ta'itam kun'arihishriihvaheen pa'ihukar.,taqitam kunqarihishriihvaheen paqihukar,NR
LA78.1-017_1-39,ta'itam kunivyiihshipreeheen.,taqitam kunivyiihshipreeheen,NR
LA78.1-017_1-40,pihneefich ta'itam upthivkeeheen,pihneefich taqitam upthivkeeheen,NR
LA78.1-017_1-41,"kari xas kunipeer "" xayfaat ik iyuupha.",kari xas kunipeer xayfaat ik iyuupha,NR
LA78.1-017_1-42,"vura nik panuvyiihmahaak, xasik vura iyuupheesh.""",vura nik panuvyiihmahaak xasik vura iyuupheesh,NR
LA78.1-017_1-43," chemi, nik ishavaas, punayuupheeshara.",chemi nik ishavaas punayuupheeshara,NR
LA78.1-017_1-44,ta'itam kunpavyiihshipreeheen.,taqitam kunpavyiihshipreeheen,NR
LA78.1-017_1-45,chavura axmay vura kunvitish.,chavura axmay vura kunvitish,NR
LA78.1-017_1-46,"xas kunipeer "" ta nuvyihuk.""",xas kunipeer ta nuvyihuk,NR
LA78.1-017_1-47," ee! ninithivthaaneen, ninithivthaaneen.",ee ninithivthaaneen ninithivthaaneen,NR
LA78.1-017_1-48,ta'itam uuth upiytuykaanvaheen.,taqitam uuth upiytuykaanvaheen,NR
LA78.1-017_1-49,panamnih'uuth uuth upiytuykaanva.,panamnihquuth uuth upiytuykaanva,NR
LA78.1-017_1-50,katiphira'uuth uuth upiytuykaanva.,katiphiraquuth uuth upiytuykaanva,NR
LA78.1-017_1-51," ninithivthaaneen, ninithivthaaneen.",ninithivthaaneen ninithivthaaneen,NR
LA78.1-017_1-52,tishanih'uuth uuth upiytuykaanva.,tishanihquuth uuth upiytuykaanva,NR
LA78.1-017_1-52a,,,
LA78.1-017_1-53,tuyvuk'uuth uuth upiytuykaanva.,tuyvukquuth uuth upiytuykaanva,NR
LA78.1-017_1-54," ninithivthaaneen, ninithivthaaneen, ta ni'ipak, ninithivthaaneen.",ninithivthaaneen ninithivthaaneen ta niqipak ninithivthaaneen,NR
LA78.1-017_1-54a,,,
LA78.1-017_1-55,kupanakanakana. cheech ik vura ishyaat imshirihraavish.,kupanakanakana cheech ik vura ishyaat imshirihraavish,NR
LA78.1-017_1-56,nayaavheesh ik.,nayaavheesh ik,NR
LA78.1-017_1-57,vura uum ta neemchitatkoo.,vura uum ta neemchitatkoo,NR
LA78.1-017_1-58,karu cheech ik ataychukinach i'uunupraveesh.,karu cheech ik ataychukinach iquunupraveesh,NR
LA78.1-017_1-59,nayaavheesh ik.,nayaavheesh ik,NR
LA78.1-008_1-1,"vaa kunkuphaanik, ithaan.",vaa kunkuphaanik ithaan,CP
LA78.1-008_1-10,"xanahichvari axmay u'ahoo, pihneefich.",xanahichvari axmay uqahoo pihneefich,CP
LA78.1-008_1-11,ta'itam kuntariheen.,taqitam kuntariheen,CP
LA78.1-008_1-12,"xas upiip, "" naa vura ninipakuri nipakuriihveesh, pani'eethkaanvahaak.""",xas upiip naa vura ninipakuri nipakuriihveesh paniqeethkaanvahaak,CP
LA78.1-008_1-13,ta'itam u'eethkaanvaheen.,taqitam uqeethkaanvaheen,CP
LA78.1-008_1-14,ta'itam upakuriihvaheen.,taqitam upakuriihvaheen,CP
LA78.1-008_1-15, ayiyihanijanee hanijaaneeya.,ayiyihanijanee hanijaaneeya,CP
LA78.1-008_1-16,"chavura koovura ixraam upikyafipayaachha, pa'ipa koo kinpaxeepat.",chavura koovura ixraam upikyafipayaachha paqipa koo kinpaxeepat,CP
LA78.1-008_1-17,peekxareeyav vura ixraam upikyafipayaachha.,peekxareeyav vura ixraam upikyafipayaachha,CP
LA78.1-008_1-18,kari xas upvoonsip.,kari xas upvoonsip,CP
LA78.1-008_1-19,xas ta'itam u'ipahooheen.,xas taqitam uqipahooheen,CP
LA78.1-008_1-2,peekxareeyav yichakanach koovura kunpamfipishnihayaacha.,peekxareeyav yichakanach koovura kunpamfipishnihayaacha,CP
LA78.1-008_1-20,puya vaa vura kich.,puya vaa vura kich,CP
LA78.1-008_1-3,kunpavyihishrihanik.,kunpavyihishrihanik,CP
LA78.1-008_1-4,"kari xas kunxutih, "" chimi nuthtiitvunaa.""",kari xas kunxutih chimi nuthtiitvunaa,CP
LA78.1-008_1-5,ta'itam kunithtiitvunaa.,taqitam kunithtiitvunaa,CP
